rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16
"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Toomey, Timothy J., Jr.","Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Ward, Larry W.","Moore, M. Kevin","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Ward, Larry W.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Galluccio, Anthony D.","Murphy, Brian","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Simmons, E. Denise","Podgers, Kathy","Reeves, Kenneth E.","Kelley, Craig A.","Janik, Jonathan S.","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Decker, Marjorie C.","Ward, Larry W."
"Davis, Henrietta","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise","Ward, Larry W.","Sullivan, Edward J.","Janik, Jonathan S.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Reeves, Kenneth E.","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Edward J.","Davis, Henrietta","Kelley, Craig A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Reeves, Kenneth E.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Podgers, Kathy","Davis, Henrietta","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Kelley, Craig A.","Galluccio, Anthony D.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian","Moore, M. Kevin","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Seidel, Sam","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.","Moore, M. Kevin","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Murphy, Brian","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Decker, Marjorie C.","Murphy, Brian","Toomey, Timothy J., Jr.","Kelley, Craig A.","Simmons, E. Denise","Sullivan, Edward J.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Janik, Jonathan S.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Seidel, Sam","Murphy, Brian","Galluccio, Anthony D.","Podgers, Kathy","Moore, M. Kevin","Ward, Larry W.","Toomey, Timothy J., Jr.","Maher, David P.","Kelley, Craig A.","Sullivan, Edward J.","Moree, Gregg J."
"Murphy, Brian","Decker, Marjorie C.","Kelley, Craig A.","Seidel, Sam","Podgers, Kathy","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Janik, Jonathan S.","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Ward, Larry W.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Maher, David P.","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Seidel, Sam","Podgers, Kathy","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Simmons, E. Denise","Sullivan, Edward J.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam",skipped,skipped,"Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Sullivan, Edward J.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Podgers, Kathy","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Maher, David P.","Ward, Larry W.","Murphy, Brian","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Podgers, Kathy","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Simmons, E. Denise","Maher, David P.","Reeves, Kenneth E.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Seidel, Sam","Simmons, E. Denise","Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Moree, Gregg J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Reeves, Kenneth E.","Murphy, Brian","Podgers, Kathy","Moree, Gregg J.","Moore, M. Kevin","Maher, David P.","Kelley, Craig A.","Janik, Jonathan S.","Decker, Marjorie C.","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Davis, Henrietta"
"Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Moore, M. Kevin","Janik, Jonathan S.","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Ward, Larry W.","Seidel, Sam"
"Davis, Henrietta","Ward, Larry W.","Sullivan, Edward J.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Reeves, Kenneth E.","Janik, Jonathan S.","Galluccio, Anthony D.","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Simmons, E. Denise","Janik, Jonathan S.","Seidel, Sam","Maher, David P.","Toomey, Timothy J., Jr.","Ward, Larry W.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Moree, Gregg J.","Kelley, Craig A.","Ward, Larry W.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Ward, Larry W.","Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, E. Denise","Davis, Henrietta","Murphy, Brian","Seidel, Sam","Kelley, Craig A.","Janik, Jonathan S.","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Podgers, Kathy","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Janik, Jonathan S.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Murphy, Brian","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Janik, Jonathan S.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Ward, Larry W.","Maher, David P.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Edward J.","Galluccio, Anthony D.","Kelley, Craig A.","Moore, M. Kevin","Toomey, Timothy J., Jr.","Murphy, Brian","Moree, Gregg J.","Davis, Henrietta","Seidel, Sam","Podgers, Kathy","Reeves, Kenneth E.","Ward, Larry W.","Decker, Marjorie C.","Janik, Jonathan S.","Simmons, E. Denise","Maher, David P."
"Janik, Jonathan S.","Reeves, Kenneth E.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Toomey, Timothy J., Jr.","Murphy, Brian","Moore, M. Kevin","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Galluccio, Anthony D.","Murphy, Brian","Reeves, Kenneth E.","Davis, Henrietta","Moree, Gregg J.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Maher, David P.","Janik, Jonathan S.","Decker, Marjorie C.","Moore, M. Kevin","Seidel, Sam",skipped,skipped,skipped
"Davis, Henrietta","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.","Simmons, E. Denise","Decker, Marjorie C.","Janik, Jonathan S.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Ward, Larry W.","Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, E. Denise","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Murphy, Brian","Galluccio, Anthony D.","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Toomey, Timothy J., Jr.","Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Seidel, Sam","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Toomey, Timothy J., Jr.","Ward, Larry W.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
