rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Allen, Ruth Ryan","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,"Kadete, Elechi M.","Rojas Villareal, Jose Luis","Wilson, Ayesha",skipped,skipped,skipped,skipped
"Wilson, Ayesha","Rojas Villareal, Jose Luis","Dexter, Emily R.","Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Lim, Christopher","Weinstain, Rachel","Weinstein, David J.","Allen, Ruth Ryan","Dawson, Bernette J.","Wilson, Ayesha","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Bowman, Mannika L."
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Weinstein, David J.","Lim, Christopher","Weinstain, Rachel","Wilson, Ayesha","Allen, Ruth Ryan","Rojas Villareal, Jose Luis","Fantini, Alfred B.","Kadete, Elechi M.","Bowman, Mannika L."
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Wilson, Ayesha","Lim, Christopher","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Dawson, Bernette J.","Fantini, Alfred B.","Weinstain, Rachel","Rojas Villareal, Jose Luis","Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Wilson, Ayesha","Weinstain, Rachel","Rojas Villareal, Jose Luis","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Allen, Ruth Ryan","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Lim, Christopher",skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Kadete, Elechi M.","Fantini, Alfred B.","Wilson, Ayesha","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Lim, Christopher","Dexter, Emily R.","Kadete, Elechi M.","Bowman, Mannika L.","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Weinstain, Rachel","Bowman, Mannika L.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Wilson, Ayesha","Dawson, Bernette J.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Weinstein, David J.","Dexter, Emily R.","Wilson, Ayesha","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Kadete, Elechi M.",skipped,skipped,skipped
"Bowman, Mannika L.","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Wilson, Ayesha","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Fantini, Alfred B.","Bowman, Mannika L.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Wilson, Ayesha","Dexter, Emily R.",skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Wilson, Ayesha","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Kadete, Elechi M.","Allen, Ruth Ryan","Dawson, Bernette J.","Lim, Christopher","Weinstein, David J."
"Weinstain, Rachel","Wilson, Ayesha","Kadete, Elechi M.","Dawson, Bernette J.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Fantini, Alfred B.","Weinstain, Rachel","Weinstein, David J.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Lim, Christopher","Weinstain, Rachel","Weinstein, David J.","Rojas Villareal, Jose Luis","Dawson, Bernette J.","Allen, Ruth Ryan","Kadete, Elechi M.","Wilson, Ayesha"
"Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","Kadete, Elechi M.","Allen, Ruth Ryan","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Wilson, Ayesha","Weinstain, Rachel","Dawson, Bernette J.","Kadete, Elechi M.","Bowman, Mannika L.","Lim, Christopher","Weinstein, David J.","Allen, Ruth Ryan","Dexter, Emily R.","Fantini, Alfred B."
"Bowman, Mannika L.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Lim, Christopher","Weinstein, David J.","Dexter, Emily R.","Wilson, Ayesha","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dawson, Bernette J.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
