precincts,tally_type,ballotID,rank1,rank2,rank3
27-334,Absentee Voting,000170223,Al Rose,skipped,skipped
27-334,Absentee Voting,000170224,Al Rose,Joyce McDonald,skipped
27-334,Absentee Voting,000170225,Al Rose,Al Rose,Al Rose
27-334,Absentee Voting,000170226,Al Rose,Joyce McDonald,skipped
27-334,Absentee Voting,000170227,Al Rose,Carolyn Merrival,skipped
27-334,Absentee Voting,000170228,Joyce McDonald,Carolyn Merrival,Al Rose
27-334,Absentee Voting,000170229,skipped,skipped,skipped
27-334,Absentee Voting,000170230,Carolyn Merrival,Joyce McDonald,Al Rose
27-335,Absentee Voting,000170231,Al Rose,skipped,skipped
27-335,Absentee Voting,000170232,Al Rose,skipped,skipped
27-335,Absentee Voting,000170233,Joyce McDonald,Al Rose,skipped
27-335,Absentee Voting,000170234,Al Rose,Joyce McDonald,skipped
27-335,Absentee Voting,000170235,Al Rose,Carolyn Merrival,skipped
27-335,Absentee Voting,000170236,Carolyn Merrival,Al Rose,Joyce McDonald
27-335,Absentee Voting,000170237,Al Rose,skipped,skipped
27-335,Absentee Voting,000170238,Joyce McDonald,skipped,skipped
27-335,Absentee Voting,000170239,Joyce McDonald,Carolyn Merrival,Al Rose
27-336,Absentee Voting,000170240,Joyce McDonald,skipped,skipped
27-336,Absentee Voting,000170241,Al Rose,Carolyn Merrival,skipped
27-336,Absentee Voting,000170242,Al Rose,skipped,skipped
27-336,Absentee Voting,000170243,Carolyn Merrival,Al Rose,Joyce McDonald
27-336,Absentee Voting,000170244,Joyce McDonald,Carolyn Merrival,Al Rose
27-336,Absentee Voting,000170245,Al Rose,skipped,skipped
27-336,Absentee Voting,000170246,Joyce McDonald,Carolyn Merrival,skipped
27-338,Absentee Voting,000170248,Al Rose,Carolyn Merrival,Joyce McDonald
27-338,Absentee Voting,000170249,Al Rose,Joyce McDonald,skipped
27-338,Absentee Voting,000170250,Carolyn Merrival,Al Rose,Joyce McDonald
27-338,Absentee Voting,000170251,Carolyn Merrival,Al Rose,Joyce McDonald
27-338,Absentee Voting,000170252,Joyce McDonald,Al Rose,writein
27-338,Absentee Voting,000170253,Joyce McDonald,Al Rose,Carolyn Merrival
27-338,Absentee Voting,000170254,Al Rose,Carolyn Merrival,Carolyn Merrival
27-338,Absentee Voting,000170255,skipped,skipped,skipped
27-338,Absentee Voting,000170256,Al Rose,Carolyn Merrival,Joyce McDonald
27-338,Absentee Voting,000170257,Joyce McDonald,writein,writein
27-339,Absentee Voting,000170258,Al Rose,Carolyn Merrival,Joyce McDonald
27-339,Absentee Voting,000170259,Al Rose,Al Rose,Al Rose
27-339,Absentee Voting,000170260,Al Rose,Carolyn Merrival,skipped
27-339,Absentee Voting,000170261,Carolyn Merrival,Al Rose,Joyce McDonald
27-339,Absentee Voting,000170262,Al Rose,Carolyn Merrival,Joyce McDonald
27-341,Absentee Voting,000170265,Carolyn Merrival,Al Rose,Joyce McDonald
27-341,Absentee Voting,000170266,Carolyn Merrival,Al Rose,Joyce McDonald
27-341,Absentee Voting,000170267,Al Rose,Carolyn Merrival,Joyce McDonald
27-341,Absentee Voting,000170268,skipped,skipped,skipped
27-342,Absentee Voting,000170269,Joyce McDonald,Carolyn Merrival,Al Rose
27-342,Absentee Voting,000170270,Al Rose,Carolyn Merrival,Joyce McDonald
27-342,Absentee Voting,000170271,Carolyn Merrival,Carolyn Merrival,Carolyn Merrival
27-342,Absentee Voting,000170272,Carolyn Merrival,Al Rose,Joyce McDonald
27-342,Absentee Voting,000170273,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-352,Absentee Voting,000170281,Al Rose,Carolyn Merrival,Joyce McDonald
27-356,Absentee Voting,000170282,Al Rose,Carolyn Merrival,Joyce McDonald
27-356,Absentee Voting,000170283,Joyce McDonald,skipped,skipped
27-356,Absentee Voting,000170284,Al Rose,Joyce McDonald,skipped
25-101,Absentee Voting,000188073,Al Rose,Joyce McDonald,Carolyn Merrival
25-106,Absentee Voting,000188074,Joyce McDonald,skipped,skipped
25-107,Absentee Voting,000188075,Carolyn Merrival,skipped,skipped
25-107,Absentee Voting,000188076,Joyce McDonald,writein,writein
25-145,Absentee Voting,000188078,Al Rose,Carolyn Merrival,Joyce McDonald
25-147,Absentee Voting,000188079,Carolyn Merrival,Al Rose,Joyce McDonald
25-147,Absentee Voting,000188080,skipped,skipped,skipped
27-329,Absentee Voting,000194118,Al Rose,Joyce McDonald,skipped
27-329,Absentee Voting,000194119,skipped,skipped,skipped
27-329,Absentee Voting,000194120,Al Rose,skipped,skipped
27-329,Absentee Voting,000194121,Al Rose,skipped,skipped
27-329,Absentee Voting,000194122,Al Rose,skipped,skipped
27-329,Absentee Voting,000194123,Al Rose,Joyce McDonald,Carolyn Merrival
27-329,Absentee Voting,000194124,Joyce McDonald,Al Rose,Carolyn Merrival
27-329,Absentee Voting,000194125,Al Rose,Carolyn Merrival,Joyce McDonald
27-329,Absentee Voting,000194126,Al Rose,Carolyn Merrival,Joyce McDonald
27-329,Absentee Voting,000194127,Carolyn Merrival,Al Rose,skipped
27-329,Absentee Voting,000194128,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194129,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194130,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194131,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194132,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194133,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194134,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194135,Al Rose,skipped,skipped
27-332,Absentee Voting,000194136,Al Rose,Joyce McDonald,skipped
27-332,Absentee Voting,000194137,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194138,Al Rose,skipped,skipped
27-332,Absentee Voting,000194139,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194140,Al Rose,skipped,skipped
27-332,Absentee Voting,000194141,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194142,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194143,Joyce McDonald,writein,Joyce McDonald
27-332,Absentee Voting,000194144,Al Rose,Joyce McDonald,skipped
27-332,Absentee Voting,000194145,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194146,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194147,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194148,Joyce McDonald,Al Rose,skipped
27-332,Absentee Voting,000194149,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194150,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194151,skipped,skipped,skipped
27-332,Absentee Voting,000194152,skipped,skipped,skipped
27-332,Absentee Voting,000194153,skipped,skipped,skipped
27-332,Absentee Voting,000194154,Al Rose,Carolyn Merrival,writein
27-332,Absentee Voting,000194155,Al Rose,skipped,skipped
27-332,Absentee Voting,000194156,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194157,skipped,skipped,skipped
27-332,Absentee Voting,000194158,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194159,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194160,Carolyn Merrival,Joyce McDonald,Al Rose
27-332,Absentee Voting,000194161,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194162,Al Rose,skipped,skipped
27-332,Absentee Voting,000194163,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194164,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194165,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194166,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194167,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194168,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194169,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194170,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194171,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194172,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194173,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194174,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194175,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194176,Joyce McDonald,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194177,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194178,skipped,skipped,skipped
27-332,Absentee Voting,000194179,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194180,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194181,Al Rose,skipped,skipped
27-332,Absentee Voting,000194182,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194183,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194184,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194185,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194186,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194187,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194188,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194189,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194190,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194191,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194192,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194193,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194194,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194195,Al Rose,skipped,skipped
27-332,Absentee Voting,000194196,Al Rose,Joyce McDonald,skipped
27-332,Absentee Voting,000194197,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194198,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194199,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194200,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194201,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194202,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194203,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194204,skipped,skipped,skipped
27-332,Absentee Voting,000194205,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194206,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194207,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194208,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194209,Al Rose,skipped,skipped
27-332,Absentee Voting,000194210,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194211,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194212,Al Rose,skipped,skipped
27-332,Absentee Voting,000194213,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194214,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194215,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194216,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194217,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194218,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194219,Al Rose,Joyce McDonald,skipped
27-332,Absentee Voting,000194220,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194221,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194222,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194223,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194224,Al Rose,skipped,skipped
27-332,Absentee Voting,000194225,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194226,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194227,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194228,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194229,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194230,Carolyn Merrival,Joyce McDonald,Al Rose
27-332,Absentee Voting,000194231,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194232,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194233,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194234,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194235,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194236,Al Rose,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194237,Al Rose,skipped,skipped
27-332,Absentee Voting,000194238,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194239,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194240,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194241,skipped,skipped,skipped
27-332,Absentee Voting,000194242,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194243,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194244,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194245,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194246,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194247,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194248,skipped,skipped,skipped
27-332,Absentee Voting,000194249,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194250,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194251,Al Rose,skipped,skipped
27-332,Absentee Voting,000194252,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194253,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194254,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194255,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194256,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194257,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194258,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194259,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194260,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194261,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194262,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194263,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194264,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194265,Al Rose,Joyce McDonald,skipped
27-332,Absentee Voting,000194266,skipped,skipped,skipped
27-332,Absentee Voting,000194267,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194268,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194269,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194270,Carolyn Merrival,Joyce McDonald,Al Rose
27-332,Absentee Voting,000194271,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194272,Joyce McDonald,Al Rose,skipped
27-332,Absentee Voting,000194273,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194274,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194275,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194276,Al Rose,skipped,skipped
27-332,Absentee Voting,000194277,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194278,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194279,skipped,skipped,skipped
27-332,Absentee Voting,000194280,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194281,skipped,skipped,skipped
27-332,Absentee Voting,000194282,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194283,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194284,Al Rose,skipped,skipped
27-332,Absentee Voting,000194285,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194286,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194287,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194288,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194289,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194290,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194291,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194292,Al Rose,skipped,skipped
27-332,Absentee Voting,000194293,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194294,Al Rose,skipped,skipped
27-332,Absentee Voting,000194295,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194296,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194297,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194298,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194299,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194300,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194301,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194302,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194303,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194304,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194305,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194306,Carolyn Merrival,Al Rose,Joyce McDonald
27-332,Absentee Voting,000194307,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194308,Carolyn Merrival,Joyce McDonald,Al Rose
27-332,Absentee Voting,000194309,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194310,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194311,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194312,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194313,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194314,Al Rose,Joyce McDonald,Carolyn Merrival
27-332,Absentee Voting,000194315,Joyce McDonald,Joyce McDonald,Joyce McDonald
27-332,Absentee Voting,000194316,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194317,Carolyn Merrival,Al Rose,skipped
27-332,Absentee Voting,000194318,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194319,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194320,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194321,Carolyn Merrival,skipped,skipped
27-332,Absentee Voting,000194322,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194323,Joyce McDonald,skipped,skipped
27-332,Absentee Voting,000194324,Carolyn Merrival,Joyce McDonald,Al Rose
27-332,Absentee Voting,000194325,Al Rose,Carolyn Merrival,Joyce McDonald
27-332,Absentee Voting,000194326,Joyce McDonald,Al Rose,Carolyn Merrival
27-332,Absentee Voting,000194327,Joyce McDonald,skipped,Carolyn Merrival
27-332,Absentee Voting,000194328,Joyce McDonald,Carolyn Merrival,Al Rose
27-332,Absentee Voting,000194329,Al Rose,Carolyn Merrival,skipped
27-332,Absentee Voting,000194330,Joyce McDonald,Al Rose,skipped
27-332,Absentee Voting,000194331,Al Rose,Carolyn Merrival,skipped
