BallotType,BatchId,CountingGroup,CvrNumber,ImprintedId,PrecinctPortion,RecordId,TabulatorNum,rank1,rank2,rank3,rank4,rank5
8 (8),12,Vote by Mail,2300,1005-12-168,261300 (0056),168,1005,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),12,Vote by Mail,2301,1005-12-43,261300 (0056),43,1005,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,skipped
8 (8),12,Vote by Mail,2302,1005-12-597,261300 (0056),597,1005,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2303,1005-12-592,261300 (0056),592,1005,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped
8 (8),12,Vote by Mail,2304,1005-12-498,261300 (0056),498,1005,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),12,Vote by Mail,2305,1005-12-316,261300 (0056),316,1005,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2306,1005-12-251,261300 (0056),251,1005,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ
8 (8),12,Vote by Mail,2307,1005-12-48,261300 (0056),48,1005,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2308,1005-12-582,261300 (0056),582,1005,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,skipped,skipped
8 (8),12,Vote by Mail,2309,1005-12-577,261300 (0056),577,1005,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),12,Vote by Mail,2310,1005-12-429,261300 (0056),429,1005,overvote,skipped,skipped,skipped,skipped
8 (8),12,Vote by Mail,2311,1005-12-424,261300 (0056),424,1005,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),12,Vote by Mail,2312,1005-12-325,261300 (0056),325,1005,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped,skipped
8 (8),12,Vote by Mail,2313,1005-12-266,261300 (0056),266,1005,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI
8 (8),12,Vote by Mail,2314,1005-12-188,261300 (0056),188,1005,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),12,Vote by Mail,2315,1005-12-113,261300 (0056),113,1005,skipped,NICK PILCH,overvote,overvote,skipped
8 (8),12,Vote by Mail,2316,1005-12-63,261300 (0056),63,1005,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2317,1005-12-612,261300 (0056),612,1005,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2318,1005-12-607,261300 (0056),607,1005,overvote,skipped,skipped,skipped,skipped
8 (8),12,Vote by Mail,2319,1005-12-602,261300 (0056),602,1005,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2320,1005-12-562,261300 (0056),562,1005,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2321,1005-12-478,261300 (0056),478,1005,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),12,Vote by Mail,2322,1005-12-473,261300 (0056),473,1005,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped
8 (8),12,Vote by Mail,2323,1005-12-404,261300 (0056),404,1005,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),12,Vote by Mail,2324,1005-12-399,261300 (0056),399,1005,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),12,Vote by Mail,2325,1005-12-301,261300 (0056),301,1005,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),12,Vote by Mail,2326,1005-12-241,261300 (0056),241,1005,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,skipped
8 (8),12,Vote by Mail,2327,1005-12-158,261300 (0056),158,1005,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ
8 (8),12,Vote by Mail,2328,1005-12-118,261300 (0056),118,1005,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2329,1005-12-53,261300 (0056),53,1005,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2330,1005-12-587,261300 (0056),587,1005,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2331,1005-12-459,261300 (0056),459,1005,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),12,Vote by Mail,2332,1005-12-379,261300 (0056),379,1005,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2333,1005-12-311,261300 (0056),311,1005,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,skipped
8 (8),12,Vote by Mail,2334,1005-12-236,261300 (0056),236,1005,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped
8 (8),12,Vote by Mail,2335,1005-12-178,261300 (0056),178,1005,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2336,1005-12-128,261300 (0056),128,1005,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped
8 (8),12,Vote by Mail,2337,1005-12-83,261300 (0056),83,1005,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2338,1005-12-622,261300 (0056),622,1005,overvote,JENNIFER HANSEN ROMERO,overvote,skipped,skipped
8 (8),12,Vote by Mail,2339,1005-12-617,261300 (0056),617,1005,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2340,1005-12-483,261300 (0056),483,1005,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),12,Vote by Mail,2341,1005-12-354,261300 (0056),354,1005,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),12,Vote by Mail,2342,1005-12-281,261300 (0056),281,1005,NICK PILCH,JENNIFER HANSEN ROMERO,skipped,skipped,skipped
8 (8),12,Vote by Mail,2343,1005-12-222,261300 (0056),222,1005,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,skipped,skipped
8 (8),12,Vote by Mail,2344,1005-12-133,261300 (0056),133,1005,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2345,1005-12-627,261300 (0056),627,1005,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2346,1005-12-464,261300 (0056),464,1005,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),12,Vote by Mail,2347,1005-12-335,261300 (0056),335,1005,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),12,Vote by Mail,2348,1005-12-226,261300 (0056),226,1005,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2352,1005-12-218,261300 (0056),218,1005,JENNIFER HANSEN ROMERO,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped,skipped
8 (8),12,Vote by Mail,2353,1005-12-256,261300 (0056),256,1005,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),12,Vote by Mail,2355,1005-12-572,261300 (0056),572,1005,JENNIFER HANSEN ROMERO,Write in,Write in,skipped,skipped
8 (8),12,Vote by Mail,2357,1005-12-502,261300 (0056),502,1005,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2358,1003-73-692,260100 (0055),692,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),73,Vote by Mail,2359,1003-73-688,260100 (0055),688,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),73,Vote by Mail,2360,1003-73-683,260100 (0055),683,1003,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),73,Vote by Mail,2361,1003-73-565,260100 (0055),565,1003,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,overvote
8 (8),73,Vote by Mail,2362,1003-73-560,260100 (0055),560,1003,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped
8 (8),73,Vote by Mail,2363,1003-73-430,260100 (0055),430,1003,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2364,1003-73-425,260100 (0055),425,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2365,1003-73-420,260100 (0055),420,1003,NICK PILCH,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,skipped
8 (8),73,Vote by Mail,2366,1003-73-312,260100 (0055),312,1003,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2367,1003-73-307,260100 (0055),307,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),73,Vote by Mail,2368,1003-73-247,260100 (0055),247,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),73,Vote by Mail,2369,1003-73-182,260100 (0055),182,1003,NICK PILCH,skipped,skipped,skipped,skipped
8 (8),73,Vote by Mail,2370,1003-73-107,260100 (0055),107,1003,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2371,1003-73-82,260100 (0055),82,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2372,1003-73-27,260100 (0055),27,1003,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2373,1003-73-17,260100 (0055),17,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),73,Vote by Mail,2374,1003-73-590,260100 (0055),590,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2375,1003-73-585,260100 (0055),585,1003,JENNIFER HANSEN ROMERO,skipped,skipped,skipped,skipped
8 (8),73,Vote by Mail,2376,1003-73-460,260100 (0055),460,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2377,1003-73-455,260100 (0055),455,1003,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2378,1003-73-337,260100 (0055),337,1003,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2379,1003-73-282,260100 (0055),282,1003,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2380,1003-73-172,260100 (0055),172,1003,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2381,1003-73-92,260100 (0055),92,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2382,1003-73-32,260100 (0055),32,1003,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped,skipped
8 (8),73,Vote by Mail,2383,1003-73-2,260100 (0055),2,1003,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH
8 (8),73,Vote by Mail,2384,1003-73-530,260100 (0055),530,1003,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped
8 (8),73,Vote by Mail,2385,1003-73-402,260100 (0055),402,1003,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2386,1003-73-322,260100 (0055),322,1003,JENNIFER HANSEN ROMERO,NICK PILCH,skipped,skipped,skipped
8 (8),73,Vote by Mail,2387,1003-73-257,260100 (0055),257,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,NICK PILCH
8 (8),73,Vote by Mail,2388,1003-73-202,260100 (0055),202,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2389,1003-73-57,260100 (0055),57,1003,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped
8 (8),73,Vote by Mail,2390,1003-73-7,260100 (0055),7,1003,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,skipped,skipped
8 (8),73,Vote by Mail,2391,1003-73-595,260100 (0055),595,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),73,Vote by Mail,2392,1003-73-470,260100 (0055),470,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),73,Vote by Mail,2393,1003-73-465,260100 (0055),465,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2394,1003-73-387,260100 (0055),387,1003,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2395,1003-73-177,260100 (0055),177,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2396,1003-73-127,260100 (0055),127,1003,JENNIFER HANSEN ROMERO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2397,1003-73-77,260100 (0055),77,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2398,1003-73-52,260100 (0055),52,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,NICK PILCH,skipped
8 (8),73,Vote by Mail,2399,1003-73-12,260100 (0055),12,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2400,1003-73-610,260100 (0055),610,1003,JEREMIAH GARRETT PINGUELO,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2401,1003-73-490,260100 (0055),490,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2402,1003-73-367,260100 (0055),367,1003,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),73,Vote by Mail,2403,1003-73-287,260100 (0055),287,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2404,1003-73-157,260100 (0055),157,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,skipped
8 (8),73,Vote by Mail,2405,1003-73-112,260100 (0055),112,1003,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2406,1003-73-22,260100 (0055),22,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH
8 (8),73,Vote by Mail,2407,1003-73-317,260100 (0055),317,1003,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped,skipped,skipped
8 (8),73,Vote by Mail,2408,1003-73-262,260100 (0055),262,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),73,Vote by Mail,2409,1003-73-67,260100 (0055),67,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),73,Vote by Mail,2410,1003-73-668,260100 (0055),668,1003,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH
8 (8),73,Vote by Mail,2411,1003-73-663,260100 (0055),663,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2412,1003-73-550,260100 (0055),550,1003,ROBIN D  LOPEZ,NICK PILCH,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2413,1003-73-435,260100 (0055),435,1003,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2414,1003-73-326,260100 (0055),326,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,NICK PILCH,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2415,1003-73-252,260100 (0055),252,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,NICK PILCH,skipped
8 (8),73,Vote by Mail,2416,1003-73-47,260100 (0055),47,1003,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI
8 (8),73,Vote by Mail,2417,1003-73-620,260100 (0055),620,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2418,1003-73-615,260100 (0055),615,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,NICK PILCH,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2420,1003-73-505,260100 (0055),505,1003,JENNIFER HANSEN ROMERO,JOHN ANTHONY MIKI,skipped,skipped,skipped
8 (8),73,Vote by Mail,2421,1003-73-352,260100 (0055),352,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2422,1003-73-347,260100 (0055),347,1003,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2423,1003-73-277,260100 (0055),277,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2424,1003-73-217,260100 (0055),217,1003,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped,skipped
8 (8),73,Vote by Mail,2425,1003-73-142,260100 (0055),142,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2426,1003-73-97,260100 (0055),97,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH
8 (8),73,Vote by Mail,2427,1003-73-696,260100 (0055),696,1003,JEREMIAH GARRETT PINGUELO,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2428,1003-73-580,260100 (0055),580,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),73,Vote by Mail,2429,1003-73-575,260100 (0055),575,1003,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2430,1003-73-570,260100 (0055),570,1003,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),73,Vote by Mail,2431,1003-73-450,260100 (0055),450,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2432,1003-73-440,260100 (0055),440,1003,JOHN ANTHONY MIKI,NICK PILCH,skipped,skipped,skipped
8 (8),73,Vote by Mail,2433,1003-73-332,260100 (0055),332,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,skipped,skipped
8 (8),73,Vote by Mail,2434,1003-73-267,260100 (0055),267,1003,NICK PILCH,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,skipped
8 (8),73,Vote by Mail,2435,1003-73-62,260100 (0055),62,1003,JOHN ANTHONY MIKI,skipped,skipped,skipped,skipped
8 (8),73,Vote by Mail,2436,1003-73-525,260100 (0055),525,1003,NICK PILCH,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO,skipped
8 (8),73,Vote by Mail,2437,1003-73-520,260100 (0055),520,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,NICK PILCH,JENNIFER HANSEN ROMERO,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2439,1003-73-372,260100 (0055),372,1003,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ
8 (8),73,Vote by Mail,2440,1003-73-302,260100 (0055),302,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2441,1003-73-237,260100 (0055),237,1003,JOHN ANTHONY MIKI,ROBIN D  LOPEZ,NICK PILCH,JEREMIAH GARRETT PINGUELO,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2442,1003-73-162,260100 (0055),162,1003,ROBIN D  LOPEZ,JOHN ANTHONY MIKI,JEREMIAH GARRETT PINGUELO,NICK PILCH,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2443,1003-73-87,260100 (0055),87,1003,JOHN ANTHONY MIKI,NICK PILCH,JEREMIAH GARRETT PINGUELO,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO
8 (8),73,Vote by Mail,2444,1003-73-673,260100 (0055),673,1003,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,NICK PILCH,ROBIN D  LOPEZ,skipped
8 (8),73,Vote by Mail,2445,1003-73-540,260100 (0055),540,1003,NICK PILCH,JOHN ANTHONY MIKI,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,JEREMIAH GARRETT PINGUELO
8 (8),73,Vote by Mail,2446,1003-73-535,260100 (0055),535,1003,NICK PILCH,skipped,skipped,skipped,skipped
