Cast Vote Record,Precinct,Ballot Style,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
2339,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2340,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2341,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Condrey, Lawson T.","Houseal, Ian P.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2342,Portland Absentee,Ballot Style 1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote,undervote
2343,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2344,Portland Absentee,Ballot Style 4,"Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.",undervote,undervote,undervote
2345,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2346,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2347,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",undervote,"DiMillo, Steven A."
2348,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote
2349,Portland Absentee,Ballot Style 2,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2350,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2351,Portland Absentee,Ballot Style 5,"DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2352,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2353,Portland Absentee,Ballot Style 4,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2354,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2355,Portland Absentee,Ballot Style 1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
2356,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
2357,Portland Absentee,Ballot Style 2,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote
2358,Portland Absentee,Ballot Style 3,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",undervote,undervote,undervote,undervote
2359,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",undervote,undervote
2360,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2361,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Houseal, Ian P.","Chann, Marpheen S.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote
2362,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","DiMillo, Steven A.","Rovelto, Hope R."
2363,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2364,Portland Absentee,Ballot Style 1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2365,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2366,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote
2367,Portland Absentee,Ballot Style 5,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2368,Portland Absentee,Ballot Style 5,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2369,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2370,Portland Absentee,Ballot Style 2,"Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
2371,Portland Absentee,Ballot Style 3,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote
2372,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2373,Portland Absentee,Ballot Style 2,"Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote
2374,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2375,Portland Absentee,Ballot Style 2,"Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2376,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Emerson, Anthony M.","Washburn, Patricia J.",undervote
2377,Portland Absentee,Ballot Style 4,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2378,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.",overvote,"Buxton, Catherine A.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2379,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Bailey, William M.","Condrey, Lawson T.","Rovelto, Hope R.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A."
2380,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2381,Portland Absentee,Ballot Style 1,"Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2382,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote,undervote,undervote
2383,Portland Absentee,Ballot Style 1,"Grant, Benjamin K.","Condrey, Lawson T.","DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2384,Portland Absentee,Ballot Style 5,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Houseal, Ian P.",undervote,undervote,undervote,undervote
2385,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2386,Portland Absentee,Ballot Style 4,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2387,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote
2388,Portland Absentee,Ballot Style 3,"Washburn, Patricia J.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2389,Portland Absentee,Ballot Style 3,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote
2390,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote
2391,Portland Absentee,Ballot Style 2,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.",undervote,"Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","DiMillo, Steven A."
2392,Portland Absentee,Ballot Style 1,"Houseal, Ian P.","DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2393,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote
2394,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.",undervote,undervote,undervote,undervote,undervote
2395,Portland Absentee,Ballot Style 1,"Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2396,Portland Absentee,Ballot Style 4,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J."
2397,Portland Absentee,Ballot Style 5,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.","Rovelto, Hope R.",undervote,undervote,undervote,undervote,undervote,undervote
2398,Portland Absentee,Ballot Style 5,"Emerson, Anthony M.","Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A."
2399,Portland Absentee,Ballot Style 1,"Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",undervote,undervote,undervote,undervote,undervote,undervote
2400,Portland Absentee,Ballot Style 5,"Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2401,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.",undervote,undervote,"Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2402,Portland Absentee,Ballot Style 3,"DiMillo, Steven A.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2403,Portland Absentee,Ballot Style 4,"Grant, Benjamin K.",undervote,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Bailey, William M.",undervote,"Houseal, Ian P.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A."
2404,Portland Absentee,Ballot Style 1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",undervote,"DiMillo, Steven A."
2405,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2406,Portland Absentee,Ballot Style 2,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2407,Portland Absentee,Ballot Style 4,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2408,Portland Absentee,Ballot Style 3,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2409,Portland Absentee,Ballot Style 1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote
2410,Portland Absentee,Ballot Style 4,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2411,Portland Absentee,Ballot Style 4,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2412,Portland Absentee,Ballot Style 2,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",undervote,undervote,undervote,undervote,undervote,undervote,undervote,undervote
2413,Portland Absentee,Ballot Style 5,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Houseal, Ian P.",undervote,undervote,undervote,undervote,undervote,undervote
2414,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","DiMillo, Steven A.",undervote,undervote,undervote,undervote,undervote,undervote
2415,Portland Absentee,Ballot Style 2,"Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Bailey, William M.","Rovelto, Hope R.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A."
2416,Portland Absentee,Ballot Style 5,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",undervote,undervote
2417,Portland Absentee,Ballot Style 1,"Chann, Marpheen S.","Grant, Benjamin K.",overvote,"Washburn, Patricia J.",undervote,undervote,undervote,undervote,undervote,undervote,undervote
2418,Portland Absentee,Ballot Style 2,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.",undervote,undervote,undervote,undervote
2419,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Rovelto, Hope R.","Houseal, Ian P.","DiMillo, Steven A.","Bailey, William M."
2420,Portland Absentee,Ballot Style 3,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.",undervote,undervote,undervote
2421,Portland Absentee,Ballot Style 2,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A.","Sheikh-Yousef, Nasreen A."
2422,Portland Absentee,Ballot Style 1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.","Emerson, Anthony M.","Bailey, William M.","DiMillo, Steven A.",undervote
